Gene.symbol	ID	adj.P.Val	P.Value	t	B	logFC	Gene.title
FAM105A	219694_at	0.0374	0.00101851	4.0454581	-0.606252	2.11956545	family with sequence similarity 105 member A
PDE6H	206841_at	0.0373	0.00101524	4.0470291	-0.603259	3.23898108	phosphodiesterase 6H
	240076_at	0.0373	0.00101488	4.0471985	-0.602937	3.0022932	
CALM3///CALM2///CALM1	209563_x_at	0.0373	0.00101513	4.047081	-0.60316	1.13823625	calmodulin 3///calmodulin 2///calmodulin 1
NDUFA5	201304_at	0.0373	0.00101421	-4.0475227	-0.602319	-1.46705314	NADH:ubiquinone oxidoreductase subunit A5
DMTN	204505_s_at	0.0373	0.00101428	-4.0474885	-0.602384	-2.25135177	dematin actin binding protein
LOC101930404///SNORD116-28///SNORD115-26///SNORD115-13///SNORD115-7///SNORD116-22///SNORD116-4///PWARSN///SNORD107///SNRPN///IPW	213447_at	0.0373	0.00101211	-4.0485294	-0.600401	-2.72457511	"uncharacterized LOC101930404///small nucleolar RNA, C/D box 116-28///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 116-22///small nucleolar RNA, C/D box 116-4///Prader Willi/Angelman region RNA, SNRPN neighbor///small nucleolar RNA, C/D box 107///small nuclear ribonucleoprotein polypeptide N///imprinted in Prader-Willi syndrome (non-protein coding)"
LOC101929305	233016_at	0.03728	0.00100974	4.0496748	-0.59822	2.50124135	uncharacterized LOC101929305
MIR6836///SNX8	223241_at	0.03728	0.0010106	-4.049257	-0.599016	-2.26539811	microRNA 6836///sorting nexin 8
PLBD2	228845_at	0.03727	0.0010088	-4.0501288	-0.597355	-1.79579484	phospholipase B domain containing 2
N4BP1	32069_at	0.03721	0.00100585	4.0515536	-0.594641	1.72156435	NEDD4 binding protein 1
LOC101928504	1559009_at	0.03721	0.00100667	4.05116	-0.595391	1.23296155	uncharacterized LOC101928504
SHMT2	214095_at	0.0372	0.00100489	-4.0520187	-0.593755	-1.20312464	serine hydroxymethyltransferase 2
GSN	214040_s_at	0.03719	0.00100226	4.0532955	-0.591324	3.07440327	gelsolin
CA5B	214082_at	0.03719	0.00100394	4.0524814	-0.592874	1.91385237	carbonic anhydrase 5B
ARMC1	218185_s_at	0.03719	0.00100359	-4.0526493	-0.592555	-1.12516278	armadillo repeat containing 1
	240256_at	0.03719	0.00100254	-4.0531618	-0.591578	-1.73162186	
	244295_at	0.03716	0.00100038	4.0542143	-0.589574	3.47752044	
IVNS1ABP	201363_s_at	0.03714	0.00099914	4.0548175	-0.588425	1.63491259	influenza virus NS1A binding protein
ARHGAP24	221030_s_at	0.03707	0.0009959	4.0564019	-0.585408	1.74572901	Rho GTPase activating protein 24
EHD4	1556607_at	0.03707	0.00099656	4.0560748	-0.586031	1.21864918	EH domain containing 4
FNIP2	225922_at	0.03705	0.00099483	-4.0569229	-0.584416	-1.33963026	folliculin interacting protein 2
CDH9	207729_at	0.03697	0.00099208	4.0582721	-0.581847	2.18288218	cadherin 9
GAS2L1	31874_at	0.03696	0.00099113	-4.0587398	-0.580956	-2.54755265	growth arrest specific 2 like 1
ZNF493	240155_x_at	0.03693	0.00098823	4.0601667	-0.578239	1.32301584	zinc finger protein 493
MIR6840///STAG3L5P-PVRIG2P-PILRB///PILRB	225321_s_at	0.03693	0.00098859	4.0599905	-0.578575	1.31457314	microRNA 6840///STAG3L5P-PVRIG2P-PILRB readthrough///paired immunoglobin-like type 2 receptor beta
CARM1	212512_s_at	0.03693	0.00098959	-4.059496	-0.579516	-1.51214699	coactivator associated arginine methyltransferase 1
C1orf112	220840_s_at	0.03693	0.00098965	-4.0594687	-0.579568	-2.29039339	chromosome 1 open reading frame 112
UGCG	224967_at	0.03684	0.00098425	4.0621365	-0.574488	1.82737516	UDP-glucose ceramide glucosyltransferase
RGS18	223809_at	0.03684	0.00098323	4.0626428	-0.573525	1.73364348	regulator of G-protein signaling 18
CORO2A	227177_at	0.03684	0.00098435	4.0620847	-0.574587	1.67347745	coronin 2A
MRTO4	220688_s_at	0.03684	0.00098414	-4.0621927	-0.574381	-1.79418911	"MRT4 homolog, ribosome maturation factor"
FAM101B	226876_at	0.03681	0.00098087	4.063814	-0.571295	2.06581716	family with sequence similarity 101 member B
SMURF2	230820_at	0.03681	0.00098023	4.0641322	-0.570689	1.18976974	SMAD specific E3 ubiquitin protein ligase 2
MPP6	205429_s_at	0.03678	0.00097885	-4.0648199	-0.56938	-2.07579337	membrane palmitoylated protein 6
RELL1	226430_at	0.03676	0.00097621	4.0661331	-0.56688	1.36527857	RELT like 1
	230733_at	0.03676	0.00097711	4.0656879	-0.567727	1.34846806	
RRM1	201476_s_at	0.03676	0.00097752	-4.0654802	-0.568123	-1.32409353	ribonucleotide reductase catalytic subunit M1
KIAA0232	232366_at	0.03675	0.00097525	4.0666137	-0.565965	1.38442537	KIAA0232
GSN	200696_s_at	0.0367	0.0009733	4.0675898	-0.564107	2.18208328	gelsolin
CAMP	210244_at	0.03657	0.00096852	4.0699922	-0.559533	3.12898408	cathelicidin antimicrobial peptide
	234124_at	0.03657	0.00096895	4.069776	-0.559945	1.83565733	
GBAS	201816_s_at	0.03657	0.00096811	-4.0701975	-0.559142	-1.24925166	glioblastoma amplified sequence
DNAJC15	218435_at	0.03657	0.00096923	-4.0696317	-0.56022	-1.54878927	DnaJ heat shock protein family (Hsp40) member C15
AMMECR1	226421_at	0.03657	0.0009678	-4.0703538	-0.558845	-2.75431732	"Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1"
	238405_at	0.03656	0.00096546	4.0715347	-0.556597	2.36226755	
MCCC1	218440_at	0.03656	0.00096423	-4.0721533	-0.55542	-1.10910954	methylcrotonoyl-CoA carboxylase 1
	239253_at	0.03656	0.00096496	-4.0717855	-0.55612	-1.72306836	
LTB4R	210128_s_at	0.03655	0.00096016	4.0742163	-0.551493	2.95481901	leukotriene B4 receptor
LINC00521	1553053_at	0.03655	0.00096143	4.0735756	-0.552713	2.808639	long intergenic non-protein coding RNA 521
SLCO1B3	206354_at	0.03655	0.00096285	4.0728566	-0.554081	1.87301594	solute carrier organic anion transporter family member 1B3
IPO5	211953_s_at	0.03655	0.00096323	-4.0726616	-0.554452	-1.31472925	importin 5
UBE2E3	210024_s_at	0.03655	0.00096282	-4.0728686	-0.554058	-1.44440131	ubiquitin conjugating enzyme E2 E3
APITD1-CORT///APITD1	213454_at	0.03655	0.00096237	-4.0730985	-0.553621	-1.73005548	"APITD1-CORT readthrough///apoptosis-inducing, TAF9-like domain 1"
C1orf198	223063_at	0.03655	0.00096073	-4.0739282	-0.552042	-2.62028548	chromosome 1 open reading frame 198
MAPK1	208351_s_at	0.03651	0.00095688	4.0758861	-0.548315	1.44668072	mitogen-activated protein kinase 1
RBL2	212332_at	0.0365	0.00095596	4.076356	-0.547421	1.08647052	RB transcriptional corepressor like 2
ADCY4	230800_at	0.03649	0.00095438	4.0771637	-0.545884	2.49806077	adenylate cyclase 4
EGF	206254_at	0.03649	0.00095439	4.0771601	-0.545891	1.84124179	epidermal growth factor
	244015_at	0.03649	0.00095288	4.077929	-0.544427	1.59071884	
LOC105372881	1556107_at	0.03649	0.00095398	4.0773691	-0.545493	1.46374592	uncharacterized LOC105372881
	1560817_at	0.03649	0.00095225	4.0782537	-0.54381	1.23734597	
LSM5	202903_at	0.03649	0.00095362	-4.0775506	-0.545148	-1.02567812	"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated"
PEBP1	211941_s_at	0.03649	0.00095376	-4.0774813	-0.545279	-1.61461551	phosphatidylethanolamine binding protein 1
C1QBP	208910_s_at	0.03649	0.00095509	-4.0767984	-0.546579	-1.6156438	complement C1q binding protein
ASAH1	213702_x_at	0.03646	0.00094882	4.0800116	-0.540464	1.10872208	N-acylsphingosine amidohydrolase 1
GPR146	228770_at	0.0364	0.00094658	-4.0811672	-0.538265	-1.93004196	G protein-coupled receptor 146
	231644_at	0.03632	0.00094127	4.0839124	-0.533042	2.6659603	
WNT16	224022_x_at	0.03632	0.0009388	4.0851897	-0.530612	2.43793022	Wnt family member 16
N4BP1	204601_at	0.03632	0.00093396	4.0877133	-0.525811	2.34687639	NEDD4 binding protein 1
	1559434_at	0.03632	0.00093775	4.0857395	-0.529566	2.30109602	
MIR6787///SLC16A3	202855_s_at	0.03632	0.00093592	4.0866911	-0.527755	2.03879783	microRNA 6787///solute carrier family 16 member 3
	234574_at	0.03632	0.0009343	4.0875351	-0.52615	1.94744818	
GBAP1///GBA	209093_s_at	0.03632	0.00093389	4.0877506	-0.52574	1.44374684	glucosylceramidase beta pseudogene 1///glucosylceramidase beta
DNASE1L1	203912_s_at	0.03632	0.00093511	4.0871135	-0.526952	1.40768826	deoxyribonuclease 1 like 1
GALNS	206335_at	0.03632	0.00093596	4.0866719	-0.527792	1.30485543	galactosamine (N-acetyl)-6-sulfatase
ZFYVE16	203651_at	0.03632	0.00094015	4.0844929	-0.531938	1.29745492	zinc finger FYVE-type containing 16
LRRFIP2	218364_at	0.03632	0.00094383	4.0825872	-0.535563	1.00210672	LRR binding FLII interacting protein 2
NF2	218915_at	0.03632	0.00093709	-4.0860823	-0.528914	-1.21887631	neurofibromin 2
POLR1C	207515_s_at	0.03632	0.00094311	-4.0829597	-0.534855	-1.24415378	RNA polymerase I subunit C
CDC16	202717_s_at	0.03632	0.00093619	-4.086548	-0.528028	-1.31323244	cell division cycle 16
TGIF1	203313_s_at	0.03632	0.00093577	-4.0867673	-0.52761	-1.33307407	TGFB induced factor homeobox 1
MBNL3	229498_at	0.03632	0.00094232	-4.0833676	-0.534079	-1.34196377	muscleblind like splicing regulator 3
NCOR2	207760_s_at	0.03632	0.00094371	-4.0826451	-0.535453	-1.44746004	nuclear receptor corepressor 2
PSPH	244819_x_at	0.03632	0.00094303	-4.0830002	-0.534778	-1.91562572	phosphoserine phosphatase
BYSL	203612_at	0.03632	0.00093969	-4.0847308	-0.531485	-2.29209744	bystin like
NUDT1	204766_s_at	0.03632	0.00093985	-4.0846476	-0.531643	-2.63115972	nudix hydrolase 1
ZDHHC14	239281_at	0.0363	0.00093021	4.0896742	-0.52208	1.51062185	zinc finger DHHC-type containing 14
ACER3	222687_s_at	0.03627	0.00092821	4.0907287	-0.520074	1.12042789	alkaline ceramidase 3
NT5C	219214_s_at	0.03627	0.00092879	-4.0904222	-0.520658	-1.21319676	"5', 3'-nucleotidase, cytosolic"
PSTPIP1	211178_s_at	0.03626	0.00092713	4.0912951	-0.518997	2.02633858	proline-serine-threonine phosphatase interacting protein 1
STRBP	223245_at	0.03623	0.00092513	-4.0923471	-0.516996	-2.11064261	spermatid perinuclear RNA binding protein
STRBP	223246_s_at	0.03623	0.00092574	-4.0920282	-0.517603	-2.28552556	spermatid perinuclear RNA binding protein
KIF2C	209408_at	0.03617	0.00092275	-4.0936081	-0.514597	-1.6343069	kinesin family member 2C
IL4R	203233_at	0.03613	0.00092079	4.0946425	-0.51263	2.30639251	interleukin 4 receptor
C17orf99	236981_at	0.03613	0.00092114	-4.0944575	-0.512982	-2.49187405	chromosome 17 open reading frame 99
LINC01207	238103_at	0.03609	0.00091825	4.0959917	-0.510064	2.0430936	long intergenic non-protein coding RNA 1207
TUBB4B	213726_x_at	0.03609	0.00091828	-4.095973	-0.5101	-1.29517106	tubulin beta 4B class IVb
DIAPH2	205603_s_at	0.03601	0.00091474	4.0978593	-0.506512	1.67202196	diaphanous related formin 2
IGLV1-44	217258_x_at	0.03601	0.00091416	-4.0981687	-0.505924	-4.59024577	immunoglobulin lambda variable 1-44
HS3ST3B1	227361_at	0.03597	0.00091261	4.0989989	-0.504345	1.64503483	heparan sulfate-glucosamine 3-sulfotransferase 3B1
PKLR	222078_at	0.03597	0.00091221	-4.0992096	-0.503944	-3.70247798	"pyruvate kinase, liver and RBC"
KBTBD6	226479_at	0.03587	0.00090875	4.1010661	-0.500414	1.33373989	kelch repeat and BTB domain containing 6
C10orf10	209183_s_at	0.03583	0.00090695	-4.102033	-0.498575	-2.99279436	chromosome 10 open reading frame 10
LOC253573	1557871_at	0.03581	0.00090315	4.1040821	-0.494679	2.7758282	uncharacterized LOC253573
MAGI1	222372_at	0.03581	0.00089921	4.1062176	-0.490619	2.29574682	"membrane associated guanylate kinase, WW and PDZ domain containing 1"
NREP	238411_x_at	0.03581	0.00090317	4.1040741	-0.494694	2.29260533	neuronal regeneration related protein
ADCY2	213217_at	0.03581	0.00090301	4.1041606	-0.49453	2.21206126	adenylate cyclase 2
GMIP	218913_s_at	0.03581	0.00089448	4.1087957	-0.485717	1.86542736	GEM interacting protein
	238317_x_at	0.03581	0.00090354	4.1038753	-0.495072	1.7548351	
LOC101927553	1563391_at	0.03581	0.00090396	4.103646	-0.495508	1.68709978	uncharacterized LOC101927553
	243178_at	0.03581	0.00090006	4.1057597	-0.491489	1.62508749	
	1555373_at	0.03581	0.00089036	4.1110499	-0.481432	1.62196259	
TOR1AIP1	212409_s_at	0.03581	0.00090087	4.1053177	-0.49233	1.36080038	torsin 1A interacting protein 1
CD164	208654_s_at	0.03581	0.00089387	4.1091283	-0.485085	1.2665217	CD164 molecule
LOC100049716	236886_at	0.03581	0.00090574	4.102688	-0.49733	1.21147407	uncharacterized LOC100049716
CALM3///CALM2///CALM1	211984_at	0.03581	0.00089185	4.1102287	-0.482993	1.12966609	calmodulin 3///calmodulin 2///calmodulin 1
ACTR2	200727_s_at	0.03581	0.0009059	4.1026002	-0.497497	1.11308318	ARP2 actin related protein 2 homolog
KIAA1109	212779_at	0.03581	0.00089201	4.1101434	-0.483155	1.08568372	KIAA1109
CLN6	1567080_s_at	0.03581	0.00089075	-4.1108327	-0.481845	-1.20607831	"ceroid-lipofuscinosis, neuronal 6, late infantile, variant"
MRPL55	225719_s_at	0.03581	0.00090482	-4.1031817	-0.496391	-1.22621285	mitochondrial ribosomal protein L55
TMEM97	212282_at	0.03581	0.00090365	-4.103812	-0.495193	-1.43686907	transmembrane protein 97
TRIM59	227801_at	0.03581	0.00090075	-4.1053808	-0.49221	-1.4429899	tripartite motif containing 59
HADH	201036_s_at	0.03581	0.00090348	-4.1039049	-0.495016	-1.55179756	hydroxyacyl-CoA dehydrogenase
NME1-NME2///NME2	201268_at	0.03581	0.00089662	-4.1076272	-0.487939	-1.81498809	NME1-NME2 readthrough///NME/NM23 nucleoside diphosphate kinase 2
SSBP2	238484_s_at	0.03581	0.00090252	-4.1044237	-0.494029	-2.09375334	single stranded DNA binding protein 2
HBA2///HBA1	217414_x_at	0.03581	0.00089283	-4.109696	-0.484006	-2.47753107	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
BIN1	214439_x_at	0.03581	0.00090477	-4.103209	-0.496339	-2.85223375	bridging integrator 1
MFHAS1	213457_at	0.03581	0.0009044	-4.1034094	-0.495958	-3.31457372	malignant fibrous histiocytoma amplified sequence 1
EPB41L4A-AS1	225698_at	0.03579	0.00088884	-4.1118818	-0.479851	-1.18861905	EPB41L4A antisense RNA 1
COPS8	202143_s_at	0.03578	0.00088807	-4.1123028	-0.47905	-1.28534478	COP9 signalosome subunit 8
HMGB3	225601_at	0.03578	0.0008876	-4.1125623	-0.478557	-1.9616532	high mobility group box 3
ONECUT2	239911_at	0.03567	0.00088399	4.114553	-0.474773	2.0701928	one cut homeobox 2
ARAP3	218950_at	0.03567	0.00088142	4.1159738	-0.472073	1.88308504	"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3"
TUFM	201113_at	0.03567	0.00088268	-4.115279	-0.473393	-1.04579282	"Tu translation elongation factor, mitochondrial"
KATNB1	203162_s_at	0.03567	0.00088124	-4.1160744	-0.471882	-1.05956674	katanin regulatory subunit B1
SPAG5	203145_at	0.03567	0.00088128	-4.1160546	-0.471919	-1.48524855	sperm associated antigen 5
NCAPD3	212789_at	0.03567	0.00088325	-4.1149638	-0.473992	-1.53225284	non-SMC condensin II complex subunit D3
LMNB2	216952_s_at	0.03567	0.00087991	-4.1168104	-0.470483	-2.1335831	lamin B2
HMGN5	221606_s_at	0.03563	0.00087785	-4.1179591	-0.4683	-2.26167892	high mobility group nucleosome binding domain 5
SND1	201622_at	0.03561	0.00087673	-4.1185788	-0.467122	-1.01809821	staphylococcal nuclease and tudor domain containing 1
CCDC126	228087_at	0.03558	0.00087514	4.119466	-0.465436	1.83428039	coiled-coil domain containing 126
TPGS2	213617_s_at	0.03556	0.00087341	-4.1204327	-0.463599	-1.37846782	tubulin polyglutamylase complex subunit 2
KDM1A	212348_s_at	0.03556	0.0008742	-4.1199892	-0.464442	-1.44873287	lysine demethylase 1A
FAM160B1	1554288_at	0.03539	0.00086868	4.1230866	-0.458556	2.28147557	family with sequence similarity 160 member B1
ACADVL	200710_at	0.03539	0.00086869	-4.1230807	-0.458567	-1.0616913	"acyl-CoA dehydrogenase, very long chain"
GDPD5	32502_at	0.03538	0.00086717	-4.1239338	-0.456946	-1.64320826	glycerophosphodiester phosphodiesterase domain containing 5
GAD1	206669_at	0.03533	0.00086534	-4.1249688	-0.45498	-3.07490374	glutamate decarboxylase 1
UTP14A	221514_at	0.03531	0.00086415	-4.1256371	-0.45371	-1.39051083	UTP14A small subunit processome component
CDKN2D	210240_s_at	0.03528	0.00086279	4.1264105	-0.45224	2.12338473	cyclin dependent kinase inhibitor 2D
CDC42EP3	225685_at	0.03527	0.00086095	4.1274538	-0.450258	1.37404856	CDC42 effector protein 3
ZNF398	226202_at	0.03527	0.00086183	4.1269556	-0.451205	1.29334496	zinc finger protein 398
ZFPM1	242282_at	0.03527	0.00086189	-4.1269201	-0.451272	-1.25950898	"zinc finger protein, FOG family member 1"
OGFOD3	53071_s_at	0.03527	0.00086077	-4.1275522	-0.450071	-1.67186612	2-oxoglutarate and iron dependent oxygenase domain containing 3
HINT2	224415_s_at	0.03518	0.00085706	-4.1296622	-0.446063	-1.50520541	histidine triad nucleotide binding protein 2
	1555311_at	0.03512	0.00085485	4.1309242	-0.443665	1.34427374	
GTF2IRD2	1557289_s_at	0.03511	0.00085409	4.1313624	-0.442833	1.38917739	GTF2I repeat domain containing 2
CEACAM3	210789_x_at	0.0351	0.00085327	4.1318305	-0.441944	2.54070906	carcinoembryonic antigen related cell adhesion molecule 3
DSCR8	241224_x_at	0.0351	0.00085264	4.1321929	-0.441255	2.02528482	Down syndrome critical region 8
HK3	205936_s_at	0.03509	0.00085148	4.132856	-0.439996	3.9775839	hexokinase 3
SYNE1	232027_at	0.03509	0.00085151	4.1328387	-0.440029	3.29706983	spectrin repeat containing nuclear envelope protein 1
ARG1	231663_s_at	0.03509	0.0008506	4.1333632	-0.439032	2.76997946	arginase 1
MYH7B	233949_s_at	0.03509	0.00085083	4.1332278	-0.43929	2.3285295	myosin heavy chain 7B
IER3	201631_s_at	0.03509	0.00084996	4.1337304	-0.438335	1.33737998	immediate early response 3
CALM3///CALM2///CALM1	211985_s_at	0.03509	0.00085166	4.1327532	-0.440191	1.11077448	calmodulin 3///calmodulin 2///calmodulin 1
KRT13	207935_s_at	0.03504	0.00084664	-4.1356416	-0.434705	-3.3052214	keratin 13
	237693_at	0.03497	0.00084366	4.1373672	-0.431427	1.78273476	
SEPT11	201307_at	0.03497	0.00084429	-4.1370007	-0.432124	-1.66622754	septin 11
RARA-AS1	228037_at	0.03488	0.00084007	4.1394489	-0.427474	1.69761776	RARA antisense RNA 1
ICAM2	204683_at	0.03488	0.00084088	-4.1389748	-0.428375	-1.99834233	intercellular adhesion molecule 2
CRISP3	207802_at	0.03486	0.00083627	4.1416642	-0.423267	4.16814421	cysteine rich secretory protein 3
CEBPE	214523_at	0.03486	0.00083354	4.1432619	-0.420234	1.95647522	CCAAT/enhancer binding protein epsilon
	234184_at	0.03486	0.00083799	4.1406603	-0.425174	1.85602436	
RGS14	38290_at	0.03486	0.00083897	4.1400902	-0.426256	1.50900518	regulator of G-protein signaling 14
ARFGEF1	216266_s_at	0.03486	0.00083596	4.1418452	-0.422924	1.30654363	ADP ribosylation factor guanine nucleotide exchange factor 1
SDHA	201093_x_at	0.03486	0.0008358	-4.1419417	-0.42274	-1.22175204	succinate dehydrogenase complex flavoprotein subunit A
	239841_at	0.03486	0.0008381	-4.1405933	-0.425301	-1.78664143	
WHSC1	209052_s_at	0.03486	0.00083732	-4.1410512	-0.424431	-1.79010079	Wolf-Hirschhorn syndrome candidate 1
C11orf1	222785_x_at	0.03486	0.00083898	-4.140084	-0.426268	-1.82890888	chromosome 11 open reading frame 1
CLIC3	219529_at	0.03486	0.0008355	-4.1421165	-0.422409	-2.51430171	chloride intracellular channel 3
MTMR2	203212_s_at	0.03486	0.00083335	-4.1433757	-0.420017	-2.66495988	myotubularin related protein 2
IL17RA	229101_at	0.03482	0.00083104	4.1447289	-0.417448	1.95162842	interleukin 17 receptor A
KLF5	209212_s_at	0.03471	0.00082427	4.1487274	-0.409857	2.53916936	Kruppel like factor 5
RAB31	217764_s_at	0.03471	0.00082014	4.1511842	-0.405193	2.1625603	"RAB31, member RAS oncogene family"
	233740_at	0.03471	0.00081841	4.15222	-0.403227	1.97389295	
UBE2B	202334_s_at	0.03471	0.00082223	4.1499407	-0.407554	1.27021531	ubiquitin conjugating enzyme E2 B
LNPK	229173_at	0.03471	0.00082709	4.147062	-0.413019	1.10174096	"lunapark, ER junction formation factor"
DPM2	209391_at	0.03471	0.00082764	-4.1467359	-0.413638	-1.19512486	"dolichyl-phosphate mannosyltransferase subunit 2, regulatory"
IPO5	211955_at	0.03471	0.00082293	-4.1495227	-0.408347	-1.28550274	importin 5
DCTD	201572_x_at	0.03471	0.00082179	-4.1502035	-0.407055	-1.57050937	dCMP deaminase
APOM	214910_s_at	0.03471	0.00082575	-4.1478508	-0.411521	-1.5907733	apolipoprotein M
AP2B1	200615_s_at	0.03471	0.00081789	-4.1525316	-0.402635	-1.63987739	adaptor related protein complex 2 beta 1 subunit
MCM4	212141_at	0.03471	0.00082598	-4.1477172	-0.411775	-1.92211534	minichromosome maintenance complex component 4
ICAM2	213620_s_at	0.03471	0.0008211	-4.1506145	-0.406274	-2.00049733	intercellular adhesion molecule 2
CDK4	202246_s_at	0.03471	0.00082718	-4.1470077	-0.413122	-2.04486444	cyclin dependent kinase 4
C11orf96	227099_s_at	0.03471	0.00082142	-4.1504221	-0.40664	-2.40283735	chromosome 11 open reading frame 96
FLT3LG	210607_at	0.03471	0.00082685	-4.1472021	-0.412753	-2.47401965	fms related tyrosine kinase 3 ligand
ANK1	208352_x_at	0.03471	0.00082781	-4.1466355	-0.413828	-3.2362189	ankyrin 1
GYPA	211820_x_at	0.03471	0.00081898	-4.1518785	-0.403875	-4.02726004	glycophorin A (MNS blood group)
	237556_at	0.03467	0.00081594	4.1536964	-0.400424	3.2511634	
FAM13A-AS1	1558711_at	0.03467	0.00081604	4.1536374	-0.400537	1.64017624	FAM13A antisense RNA 1
IPO7	200994_at	0.03462	0.00081355	-4.1551283	-0.397707	-1.38689908	importin 7
LINC00899	232088_x_at	0.03459	0.00081236	4.1558464	-0.396344	1.79191298	long intergenic non-protein coding RNA 899
CNOT9	213903_s_at	0.03458	0.00080918	4.1577639	-0.392705	2.65798055	CCR4-NOT transcription complex subunit 9
TSSK2	214371_at	0.03458	0.00080096	4.1627593	-0.383226	2.59451816	testis specific serine kinase 2
ARHGAP24	230803_s_at	0.03458	0.00080956	4.1575317	-0.393145	2.15803729	Rho GTPase activating protein 24
	243517_at	0.03458	0.00081145	4.1563923	-0.395308	2.10528379	
PAPSS2	203060_s_at	0.03458	0.00080289	4.1615807	-0.385462	1.94460787	3'-phosphoadenosine 5'-phosphosulfate synthase 2
CORO1A	209083_at	0.03458	0.00081044	4.1570043	-0.394146	1.82549113	coronin 1A
PTPN22	236539_at	0.03458	0.00079831	4.1643787	-0.380153	1.82008558	"protein tyrosine phosphatase, non-receptor type 22"
PTAFR	227184_at	0.03458	0.00079728	4.1650127	-0.37895	1.61151595	platelet activating factor receptor
	233007_at	0.03458	0.00079949	4.1636581	-0.38152	1.41499539	
ARL8A	225347_at	0.03458	0.00080683	4.1591867	-0.390005	1.3275436	ADP ribosylation factor like GTPase 8A
STAT3	208991_at	0.03458	0.00080573	4.159856	-0.388735	1.19084262	signal transducer and activator of transcription 3
RFT1	226060_at	0.03458	0.0008057	-4.159871	-0.388706	-1.0966607	RFT1 homolog
FUNDC2	223042_s_at	0.03458	0.00081056	-4.1569321	-0.394283	-1.25098752	FUN14 domain containing 2
SLC11A2	203123_s_at	0.03458	0.00080422	-4.1607721	-0.386996	-1.38686366	solute carrier family 11 member 2
TMEM14B	221452_s_at	0.03458	0.00080455	-4.1605677	-0.387384	-1.41609513	transmembrane protein 14B
MCM7	210983_s_at	0.03458	0.00080809	-4.1584233	-0.391453	-1.62174139	minichromosome maintenance complex component 7
RGS10	204319_s_at	0.03458	0.00080851	-4.1581666	-0.391941	-1.77252514	regulator of G-protein signaling 10
TCF3	209152_s_at	0.03458	0.00079989	-4.1634144	-0.381983	-1.8492855	transcription factor 3
YBX3	201160_s_at	0.03458	0.00081072	-4.1568349	-0.394468	-2.13506842	Y-box binding protein 3
	239755_at	0.03458	0.00079763	-4.1647956	-0.379362	-2.18005073	
MYOM2	205826_at	0.03458	0.00080549	-4.1599967	-0.388468	-2.23305612	myomesin 2
PAFAH1B3	203228_at	0.03458	0.0008056	-4.1599297	-0.388595	-2.7295129	platelet activating factor acetylhydrolase 1b catalytic subunit 3
LTBP1	202728_s_at	0.03458	0.00080013	-4.1632634	-0.382269	-3.1739451	latent transforming growth factor beta binding protein 1
	236699_at	0.03458	0.00079828	-4.1644	-0.380112	-3.52911392	
ANK1	205391_x_at	0.03458	0.00080194	-4.1621604	-0.384362	-3.68174255	ankyrin 1
DHODH	217647_at	0.03456	0.00079521	-4.1662798	-0.376546	-2.37084005	dihydroorotate dehydrogenase (quinone)
ACTR3	200996_at	0.03452	0.00079357	4.1672898	-0.37463	1.01471641	ARP3 actin related protein 3 homolog
RFESD	239142_at	0.03452	0.00079337	-4.1674125	-0.374397	-2.35679342	Rieske Fe-S domain containing
LILRA3	206881_s_at	0.0345	0.00079094	4.1689139	-0.371549	3.33319063	leukocyte immunoglobulin like receptor A3
TIMM50	224913_s_at	0.0345	0.00079145	-4.1685993	-0.372146	-1.6445809	translocase of inner mitochondrial membrane 50
CMSS1	224523_s_at	0.0345	0.00079195	-4.1682925	-0.372728	-1.65256693	cms1 ribosomal small subunit homolog (yeast)
TTTY12	224195_at	0.03439	0.00078741	4.1711064	-0.36739	1.83165529	"testis-specific transcript, Y-linked 12 (non-protein coding)"
MORN2	226790_at	0.03439	0.00078684	-4.1714562	-0.366727	-1.31437618	MORN repeat containing 2
CCHCR1	42361_g_at	0.03436	0.00078544	-4.1723271	-0.365075	-1.32232278	coiled-coil alpha-helical rod protein 1
BUB1	209642_at	0.03436	0.00078421	-4.1730948	-0.363618	-1.62117367	BUB1 mitotic checkpoint serine/threonine kinase
MACROD1	219188_s_at	0.03436	0.00078482	-4.172716	-0.364337	-2.59543549	MACRO domain containing 1
LBH	221011_s_at	0.03435	0.00078346	-4.1735637	-0.362729	-2.61892883	limb bud and heart development
RNF123	221063_x_at	0.03434	0.00078261	-4.1740989	-0.361714	-1.30427649	ring finger protein 123
SYNE1	209447_at	0.03432	0.00078112	4.1750289	-0.35995	2.04442148	spectrin repeat containing nuclear envelope protein 1
HBA2///HBA1	209458_x_at	0.03432	0.00078151	-4.1747853	-0.360412	-2.53479066	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
FCN1	1560034_a_at	0.03431	0.00077988	4.1758069	-0.358475	2.78486002	ficolin 1
ELAVL2	228260_at	0.03431	0.00077996	4.1757581	-0.358567	1.61847159	ELAV like neuron-specific RNA binding protein 2
